10115,2
10117,2
10119,2
10178,2
10179,2
10243,2
10245,2
10247,2
10249,2
10315,2
10317,2
10318,2
10319,2
10365,2
10367,2
10369,2
10405,2
10407,2
10409,2
10435,2
10437,2
10439,2
10551,2
10553,2
10555,2
10557,2
10559,2
10585,2
10587,2
10589,2
10623,2
10625,2
10627,2
10629,2
10707,2
10709,2
10711,2
10713,2
10715,2
10717,2
10719,2
10777,2
10779,2
10781,2
10783,2
10785,2
10787,2
10789,2
10823,2
10825,2
10827,2
10829,2
10961,2
10963,2
10965,2
10967,2
10969,2
10997,2
10999,2
12043,2
12045,2
12047,2
12049,2
12051,2
12053,2
12055,2
12057,2
12059,2
12099,2
12101,2
12103,2
12105,2
12107,2
12109,2
12157,2
12159,2
12161,2
12163,2
12165,2
12167,2
12169,2
12203,2
12205,2
12207,2
12209,2
12247,2
12249,2
12277,2
12279,2
12305,2
12307,2
12309,2
12347,2
12349,2
12351,2
12353,2
12355,2
12357,2
12359,2
12435,2
12437,2
12439,2
12459,2
12487,2
12489,2
12524,2
12526,2
12527,2
12555,2
12557,2
12559,2
12587,2
12589,2
12619,2
12621,2
12623,2
12627,2
12629,2
12679,2
12681,2
12683,2
12685,2
12687,2
12689,2
13051,2
13053,2
13055,2
13057,2
13059,2
13086,2
13088,2
13089,2
13125,2
13127,2
13129,2
13156,2
13158,2
13159,2
13187,2
13189,2
13347,2
13349,2
13351,2
13353,2
13355,2
13357,2
13359,2
13403,2
13405,2
13407,2
13409,2
13435,2
13437,2
13439,2
13465,2
13467,2
13469,2
13503,2
13505,2
13507,2
13509,2
13581,2
13583,2
13585,2
13587,2
13589,2
13591,2
13593,2
13595,2
13597,2
13599,2
13627,2
13629,2
14050,2
14052,2
14053,2
14055,2
14057,2
14059,2
14089,2
14109,2
14129,2
14163,2
14165,2
14167,2
14169,2
14193,2
14195,2
14197,2
14199,2
